Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
0,194.97784112853367,0.006609253946640214,0.4742137232376268,0.7988218397390404,0.0,0.0824779031884083,6.720424472213822,0.0
1,42.4915755849383,0.0,0.4892910857662704,0.4596168469124846,0.0,0.0,1.821949825226279,0.0
2,449.32850253353655,0.0025863026938893426,0.48105210002158216,0.7151152581438069,0.49023619367571564,0.03722993232289618,5.8566977797523805,1.0052091779273749
3,241.73285386719635,0.0,0.4178777181599193,0.6517193597849739,0.0,0.04816350112260261,6.09083651826557,1.0114345350091898
4,231.24340245043524,0.0,0.49960623405284343,0.7028156911613165,0.23001245312829244,0.22555928082445076,5.654576956577213,0.992460954722898
5,6506.406092121353,0.005865308613660361,0.4187967771236314,0.597885177879738,0.004342626761809573,0.15884711907090873,5.147669400242743,0.45746664792134956
6,568.9664285284958,0.0035795666448114574,0.5655659189656037,0.6897408732499807,0.0017030602387493956,0.14062438404314564,6.434916200791255,0.6562473552212426
7,55.23722649550436,0.0,0.47532376591156167,0.639108369212628,0.0,0.06695424741105165,5.4941839903097005,1.0043132090091702
8,149.74204695217443,0.0,0.453749040276011,0.7388587843034924,0.02592487999463179,0.3283816490744951,5.949963292705436,0.0
9,355.77295646498465,0.0011519026370728264,0.4953290576743448,0.7791576068829802,0.0,0.055787203928393904,5.212690351712919,1.0021773421548863
10,867.537038259192,0.0008674369763170628,0.5278516601545287,0.7697960328777883,0.011541144405168997,0.15724023765797043,5.545735420107048,0.5457923661305056
11,129.6799692712809,0.0026815822568850563,0.4773166540344142,0.7596637636838258,0.0,0.0,6.323679805983619,0.0
12,179.3615150030262,0.0,0.4592008440398014,0.7843380756918746,0.0,0.1842439989103007,6.088223451728243,0.5066709463362322
13,1383.3625104792284,0.011411939922735556,0.4787560395392927,0.7090920035480596,0.0014486267910025611,0.16683101629905095,6.110348944969194,0.33366193249951215
14,622.3865449438262,0.006379709457114975,0.47847474608345253,0.731495853701294,0.001573084466059928,0.21015628751779375,5.71744930753273,0.8658000426484068
15,76.04459055641377,0.0,0.5383867959176206,0.8425993782090261,0.013165619974766273,0.5002933589237748,6.273519927792014,1.0005867178475496
16,2306.503248167778,0.0027253288924040777,0.5179664237961932,0.7938672897648027,0.009180224334370523,0.2732778586613114,5.5235730099126625,0.6772088339245822
17,1240.7764270668517,0.004875114391925614,0.45988266019447643,0.6459813282579406,0.16307084624357926,0.15397264300048547,5.592871225590031,0.6244208852213645
18,1493.7949455730648,0.023322793534713306,0.507981977829051,0.9051480406830684,0.034431376773110714,0.42192486872023066,5.791360159034065,0.3551919166892853
19,582.0636046486588,0.005983268477733098,0.5604283106220462,0.7268504533691894,0.0017728052405459674,0.25395445228999075,6.640908927383258,0.7110724664119741
20,276.3220862797256,0.025118185587838602,0.5023632038117605,0.7768570944059384,0.1045769380446268,0.06095340138523359,5.409770210469023,0.8465749853763548
21,139.5614655812015,0.0,0.47248905667064445,0.7006605064437206,0.0,0.14343414564518173,5.741279370271604,1.0040393207280685
22,10.950113783100015,0.0,0.6811075296901594,0.4524840858723716,0.0,0.0,4.728458224520461,0.0
23,301.37007746604803,0.0,0.4450771934254232,0.7701680092321314,0.0,0.07175480905097119,5.204146698659722,0.7534251936651201
24,910.8079006780882,0.0,0.4484567257484293,0.7343250833758896,0.6668760255114121,0.16754565164683458,5.671349155733066,0.878310374323741
25,61.783436715295046,0.0,0.428665043412425,0.7554166139009965,0.0,0.24912676094877034,5.281487332113931,0.4982535218975407
26,779.4920203505997,0.0023892242394600413,0.5514444235556978,0.8101206774434668,0.019823456442541184,0.21145070953555672,6.153216631999362,0.8119708545318747
27,100.9954243943568,0.0,0.4514189454291834,0.7372665980788047,0.0,0.20199084878871362,5.541100325014092,1.009954243943568
28,166.96323511193214,0.0,0.3822527716638676,0.618023265829883,0.3877793553263347,0.0314313319111318,5.696730765776271,0.0
29,1102.576077498025,0.009447816613664443,0.5082155222007331,0.5752628658238975,0.0017865503642771777,0.04100898240071704,6.01506717057692,0.39696708460774977
30,298.69247270101386,0.008491896462255568,0.412461458551441,0.6857323240575892,0.12527797398710183,0.33077789903850124,5.74664947121046,0.661555897310382
